Brand,Product,What it is,what is product used for,If you want to know more,Ingredients,Item Link
Algenist,Secrets of Algae Kit,['A trio of Algenist bestsellers featuring products formulated with patented alguronic acid.   '],['- Loss of firmness and elasticity- Fine lines and wrinkles- Dark circles and puffiness'], Unlock the Secrets of Algae for visible skin transformation in 10 days. This trio of Algenist bestsellers features products formulated with patented alguronic acid a naturally occurring compound from algae that is naturally-sourced and sustainably produced. Skin appears nourished and radiant skin resiliency and bounce are visibly restored and fine lines and the appearance of deep wrinkles are visibly minimized.   Genius Liquid Collagen contains the highest concentration of plant collagen for skin that appears firmer and more toned. Genius Ultimate Anti-Aging Cream helps visibly restore skin resiliency and elasticity. The ophthalmologist-tested Complete Eye Renewal Balm decreases the appearance of puffiness and dark circles.   ,,https://www.sephora.com/product/secrets-algae-kit-P436142?icid2=products%20grid:p436142:product
Algenist,GENIUS Liquid Collagen,A vegan collagen-based formula to maintain skin’s youthful vitality. ,['- Loss of firmness and elasticity- Dullness and uneven texture'],This breakthrough fountain of youth leverages a clean vegan formulation design to help replenish and preserve a healthy youthful skin matrix by delivering vegan collagen to the skin in its most active state. The anti-aging formula contains 13000 microalgae oil beads naturally sourced and sustainably produced omegas 3 6 and 9 and a natural source of vitamin E. Skin is left more resilient brighter and youthful-looking.   ,,https://www.sephora.com/product/genius-liquid-collagen-P421277?icid2=products%20grid:p421277:product
Algenist,GENIUS Ultimate Anti-Aging Cream, An advanced antiaging moisturizer that visibly firms lifts combats deep wrinkles brightens and nourishes the face. ,['- Fine lines and wrinkles- Dryness- Loss of firmness and elasticity'], The ultra-nourishing and luxurious GENIUS Ultimate Anti-Aging Cream is a potent face cream that infuses skin with top-of-the-line biotechnology to combat advanced signs of aging. The blend of actives features alguronic acid plant collagen and microalgae oil to visibly brighten hydrate firm lift improve elasticity and smooth fine lines and wrinkles for a youthful glow.,,https://www.sephora.com/product/genius-ultimate-anti-aging-cream-P384537?icid2=products%20grid:p384537:product
Algenist,GENIUS Liquid Collagen Lip,A vegan collagen lip treatment to deliver long-lasting benefits for fuller younger-looking lips in as few as 10 days.,[], This unique dual-phase lip treatment suspends botanical lip enhancers and hundreds of beads of microalgae oil in collagen water to help visibly fill out lips and improve lip definition with long-lasting benefits. Formulated with active plant collagen and Algenist's naturally sourced and sustainably produced Alguronic Acid this formula helps smooth the appearance of fine lines and wrinkles on the lips and mouth area for a youthful more enhanced appearance.,,https://www.sephora.com/product/genius-liquid-collagen-lip-P432045?icid2=products%20grid:p432045:product
Algenist,Complete Eye Renewal Balm,An eye balm designed to prime minimize the appearance of fine lines and wrinkles hydrate and soothe with alguronic acid vitamin C caffeine cucumber aloe and green tea extracts.,['- Fine lines and wrinkles- Dark circles- Puffiness'],Complete Eye Renewal Balm is truly a multitasking product designed to prime minimize the appearance of fine lines and wrinkles hydrate soothe and nourish the delicate eye area. This rich cream provides antiaging benefits diminishes the appearance of puffiness and dark circles and preps the eye area for smoother longer-lasting makeup application. Alguronic acid combined with vitamin C caffeine cucumber aloe and green tea extracts help nourish and hydrate the eye area for a recharged and rejuvenated appearance. ,,https://www.sephora.com/product/complete-eye-renewal-balm-P282938?icid2=products%20grid:p282938:product
Algenist,Overnight Restorative Cream,[],[],[],,https://www.sephora.com/product/overnight-restorative-cream-P296415?icid2=products%20grid:p296415:product
Algenist,GENIUS Ultimate Anti-Aging Vitamin C+ Serum,['A powerful serum formulated to minimize the appearance of deep wrinkles and to support the most fragile skin areas while visibly reducing the look of age spots and discoloration.'],['- Dullness and uneven texture- Dark spots and uneven skin tone- Fine lines and wrinkles'], This powerful formula combines Alguronic acid—a breakthrough antiaging ingredient—with nourishing microalgae oil and a potent vitamin C derivative to help visibly minimize fine lines and wrinkles and reduce the appearance of age spots and discoloration. The most fragile skin texture appears strengthened and skin's youthful even radiance is revealed.,,https://www.sephora.com/product/genius-ultimate-anti-aging-vitamin-c-serum-P392945?icid2=products%20grid:p392945:product
Algenist,Regenerative Anti-Aging Moisturizer SPF 20,[],[],[],,https://www.sephora.com/product/regenerative-anti-aging-moisturizer-spf-20-P282937?icid2=products%20grid:p282937:product
Algenist,SUBLIME DEFENSE Ultra Lightweight UV Defense Fluid SPF 50,[],[],[],,https://www.sephora.com/product/sublime-defense-ultra-lightweight-uv-defense-fluid-spf-50-P311143?icid2=products%20grid:p311143:product
Algenist,POWER Recharging Night Pressed Serum,A highly concentrated solid serum to regenerate smooth and recharge in as little as 10 days.,['- Fine lines and wrinkles- Dullness and uneven texture- Dryness'],This highly concentrated solid serum delivers potent actives overnight for a youthful-looking glowing complexion in the morning. Supercharged with patented alguronic acid a powerful antiaging ingredient and fortified by algaprotein and nutrient-rich coconut water this hybrid pressed serum addresses the first visible signs of aging by recharging fatigued skin visibly reducing fine lines and wrinkles and refining dull uneven texture. This unique formula breaks into a serum on application and melts into the skin to provide a smooth supple and radiant complexion in as little as 10 days. ,,https://www.sephora.com/product/power-recharging-night-pressed-serum-P416552?icid2=products%20grid:p416552:product
Algenist,Pure GENIUS Collection Kit,['A powerful anti-aging kit to reduce visible signs of aging in as little as 10 days. '],['- Fine lines and wrinkles- Dryness- Loss of firmness and elasticity'], This kit showcases Algenist’s most powerful anti-aging biotechnology to reduce visible signs of aging. It features products formulated with alguronic acid a patented naturally-occurring compound from microalgae that is a breakthrough anti-aging ingredient. Through use of this complex skin appears nourished and radiant skin resiliency and elasticity appear restored and fine lines and deep wrinkles are visibly minimized in as little as 10 days.This set contains:- 1.5 oz/ 45 mL GENIUS Ultimate Anti-Aging Melting Cleanser- 0.21 oz/ 6.2 mL GENIUS Ultimate Anti-Aging Eye Cream- 1 oz/ 30 mL GENIUS Ultimate Anti-Aging Cream- 0.21 oz/ 6.2 mL GENIUS Liquid Collagen,,https://www.sephora.com/product/pure-genius-collection-kit-P425424?icid2=products%20grid:p425424:product
Algenist,ELEVATE Advanced Retinol Serum,['A dual-action serum formulated with pure vegan retinol—encapsulated with green algae and patented alguronic acid—to minimize the visible signs of aging for a firmer-looking complexion.'],['- Loss of firmness- Fine lines/wrinkles- Uneven texture'], This advanced vegan serum is formulated with pure vegan retinol encapsulated with green algae (patented and exclusive) to preserve the retinol's efficacy and allow for a gradual timed release. A high-concentration of Algenist's patented Alguronic Acid—naturally sourced and sustainably produced from algae—supports retinol efficacy and helps support elastin in the skin.* Gentle enough to use every day and night this high-performance formula helps support skin strength visibly improves skin texture and minimizes the appearance of fine line and wrinkles.*In a third party scientific test Alguronic Acid displayed a powerful effect on a number of well-known anti-aging ingredients.,,https://www.sephora.com/product/elevate-advanced-retinol-serum-P433469?icid2=products%20grid:p433469:product
Algenist,Firming & Lifting Neck Cream,['An ultrafirming and moisturizing neck cream that targets the specific needs of the delicate skin around the neck and chest. '],[],[],,https://www.sephora.com/product/firming-lifting-neck-cream-P387841?icid2=products%20grid:p387841:product
Algenist,The Classics Kit,A trio of products that combine alguronic acid with powerful targeted active ingredients to support natural cell regeneration and deliver antiaging benefits for youthful-looking radiant skin.,['- Fine lines and wrinkles- Loss of firmness and elasticity- Dullness and uneven skin tone'],Discover the antiaging power of alguronic acid through The Classics Kit. Algenist has brought together three of the bestselling classics to effectively minimize visible wrinkles rebuild skin firmness and boost radiance.This set contains:- 0.27 oz/ 8 mL Concentrated Reconstructing Serum- 2 oz/ 60 mL Regenerative Anti-Aging Moisturizer- 0.5 oz/ 14.7 mL Complete Eye Renewal Balm,,https://www.sephora.com/product/the-classics-kit-P411584?icid2=products%20grid:p411584:product
Algenist,POWER Advanced Wrinkle Fighter 360° Eye Serum,['An advanced antiaging eye serum formulated with alguronic acid and algaprotein to address the first signs of aging.'],['- Loss of firmness and elasticity- Dark circles- Fine lines and wrinkles'], This potent formula gives the upper eyelid a more lifted look diminishes the appearance of dark circles and visibly minimizes crow’s feet. The eye area is appears visibly smoother plumper and strengthened for a youthful and brighter appearance.,,https://www.sephora.com/product/power-advanced-wrinkle-fighter-360-eye-serum-P404169?icid2=products%20grid:p404169:product
Algenist,Pore Corrector Anti-Aging Primer, An antiaging primer that visibly minimizes pores imperfections and oiliness to create a uniform canvas for flawless makeup application.  ,['- Fine lines and wrinkles- Pores- Oiliness'],The silky lightweight and oil-free Pore Corrector Anti-Aging Primer glides onto skin to combat pores oiliness flakiness fine lines wrinkles and imperfections for a seamless makeup application. Alguronic acid salicylic acid and a custom antioxidant and floral extract blend improves the appearance of skin's texture firmness and tone while providing a protective layer and targeting clogged pores over time. Skin is left looking and feeling radiant healthy even toned and makeup ready.     ,,https://www.sephora.com/product/pore-corrector-anti-aging-primer-P378870?icid2=products%20grid:p378870:product
Algenist,Targeted Deep Wrinkle Minimizer,A concentrated gel that primes the skin smoothing the appearance of fine lines and wrinkles.,[],[],,https://www.sephora.com/product/targeted-deep-wrinkle-minimizer-P311700?icid2=products%20grid:p311700:product
Algenist,REVEAL Concentrated Color Correcting Drops,['A unique color corrector featuring microalgae and pigments to treat the main concerns of uneven skin.'],[],[],,https://www.sephora.com/product/reveal-concentrated-color-correcting-drops-P406531?icid2=products%20grid:p406531:product
Algenist,Genius White Brightening Anti-Aging Cream,"A luxurious antiaging cream for smooth nourished even skin. 						",[],[],,https://www.sephora.com/product/genius-white-brightening-anti-aging-cream-P393642?icid2=products%20grid:p393642:product
Algenist,GENIUS Ultimate Anti-Aging Melting Cleanser,A unique luxurious melting cleanser that gently dissolves all traces of makeup removes impurities and improves skin’s radiance. ,[],[],,https://www.sephora.com/product/genius-ultimate-anti-aging-melting-cleanser-P388200?icid2=products%20grid:p388200:product
Algenist,GENIUS Ultimate Anti-Aging Eye Cream, An antiaging eye cream that visibly firms lifts combats fine lines and wrinkles brightens and nourishes the delicate eye area. ,['- Dark circles- Fine lines and wrinkles- Loss of elasticity'], The GENIUS Ultimate Anti-Aging Eye Cream is a potent antiaging blend of actives for brighter younger-looking eyes. Powered by alguronic acid plant collagen persian silk tree extract and kigelia africana fruit extract this creamy treatment visibly firms and lifts the upper eyelid improves elasticity and smooths fine lines and wrinkles around the eye area. The eyes are given a hydrated conditioned wide-eyed look. ,,https://www.sephora.com/product/genius-ultimate-anti-aging-eye-cream-P388262?icid2=products%20grid:p388262:product
Algenist,Color Correcting Finishing Powder,['A color correcting finishing powder that is formulated with AlgaCorrecting complex and an algae-derived ingredient.'],[],[],,https://www.sephora.com/product/color-correcting-finishing-powder-P407431?icid2=products%20grid:p407431:product
Algenist,Repairing Tint & Radiance Moisturizer SPF 30,['A multiaction tinted moisturizer that blurs the look of fine lines and wrinkles and improves skin radiance with the added protection of SPF 30. '],[],[],,https://www.sephora.com/product/repairing-tint-radiance-moisturizer-spf-30-P395382?icid2=products%20grid:p395382:product
Algenist,Concentrated Reconstructing Serum,An oil-free serum formulated to minimize wrinkles boost radiance and rebuild skin firmness in 10 days.,[],[],,https://www.sephora.com/product/concentrated-reconstructing-serum-P282934?icid2=products%20grid:p282934:product